epoch,train_loss,train_dfl_loss,train_ce_loss,train_mu_mae_raw,train_mu_mae_clamped,train_mu_rmse_clamped,train_mu_corr_clamped,train_target_saturation_rate,train_det_acc,train_mean_acc,val_loss,val_dfl_loss,val_ce_loss,val_mu_mae_raw,val_mu_mae_clamped,val_mu_rmse_clamped,val_mu_corr_clamped,val_target_saturation_rate,val_det_acc,val_mean_acc
20,0.693436350983878,0.693436350983878,0.04193809024097087,0.021431858423021106,0.021430322286817762,0.05767882312136918,0.9995312878360919,8.333333333333334e-06,0.9875416666666667,0.9875833333333334,0.6839925733705362,0.6839925733705362,0.06679904581202815,0.01984834425184462,0.019846652772691514,0.052771452414556774,0.9996049537557721,1.1111111111111112e-05,0.9801666666666666,0.9800833333333333
21,0.6765754610920945,0.6765754610920945,0.04194419640892496,0.02004890973832872,0.020047373633914525,0.0540905932565553,0.9995866570193146,8.333333333333334e-06,0.9875416666666667,0.9875833333333334,0.6679059552649657,0.6679059552649657,0.0667906185068811,0.020143180550469292,0.020141489113701713,0.04975874004982538,0.9996468449384379,1.1111111111111112e-05,0.9801666666666666,0.9800833333333333
22,0.6615714511523644,0.6615714511523644,0.04194729179046893,0.0188761663807763,0.018874630233976578,0.05068303735811882,0.9996357785741387,8.333333333333334e-06,0.9875416666666667,0.9875625,0.6539757686356703,0.6539757686356703,0.06679490588915844,0.019073073620266386,0.019071382183498808,0.04665236878481581,0.9996899193948968,1.1111111111111112e-05,0.9801666666666666,0.9800833333333333
23,0.6480695667366186,0.6480695667366186,0.04194925754563883,0.018057249201668634,0.01805571305486891,0.04805573634831495,0.9996713907910103,8.333333333333334e-06,0.9875416666666667,0.9875416666666667,0.6408722624182701,0.6408722624182701,0.06679466390050948,0.017372720209757487,0.017371028815375434,0.046034148438138515,0.9996982743674211,1.1111111111111112e-05,0.9801666666666666,0.98
24,0.6359140006825328,0.6359140006825328,0.04195676778423755,0.017291608964072332,0.017290072849061755,0.0453141536995512,0.9997072383409787,8.333333333333334e-06,0.9875416666666667,0.9875416666666667,0.6297941418985525,0.6297941418985525,0.06678558816201985,0.017339101876152885,0.01733741039699978,0.04833817860553612,0.9996667509251137,1.1111111111111112e-05,0.9801666666666666,0.98
25,0.6250926119585832,0.6250926119585832,0.04195455245402021,0.016764181492063733,0.01676264534526401,0.04316839793408276,0.9997335468321166,8.333333333333334e-06,0.9875416666666667,0.9875416666666667,0.6198193083206812,0.6198193083206812,0.06677058502100408,0.01639733100467258,0.01639563952551948,0.04052868016093703,0.9997623524692304,1.1111111111111112e-05,0.9801666666666666,0.98
26,0.6153480671346188,0.6153480671346188,0.04195899309706874,0.016432085826661853,0.016430549706353083,0.04125177067350361,0.9997560626791712,8.333333333333334e-06,0.9875416666666667,0.9875208333333333,0.6105573972066244,0.6105573972066244,0.06676787229177232,0.015813100094265408,0.015811408615112304,0.03893844345804393,0.9997823154670084,1.1111111111111112e-05,0.9801666666666666,0.9801666666666666
27,0.6066010554010669,0.6066010554010669,0.04196327798126731,0.016060212140613133,0.01605867601500617,0.039198594450803564,0.9997792318536374,8.333333333333334e-06,0.9875416666666667,0.9875208333333333,0.6023467592895031,0.6023467592895031,0.0667610582895577,0.016215069219801162,0.016213377783033583,0.037913784679114014,0.9997927092511358,1.1111111111111112e-05,0.9801666666666666,0.98
28,0.5988221246128281,0.5988221246128281,0.04196472858893685,0.01591912040710449,0.01591758427090115,0.03773342521223336,0.9997950266915375,8.333333333333334e-06,0.9875416666666667,0.9875208333333333,0.5948941272993883,0.5948941272993883,0.0667669284157455,0.015878114785088434,0.015876423284742567,0.03579895833465052,0.9998150187597019,1.1111111111111112e-05,0.9801666666666666,0.9800833333333333
29,0.5917478976771235,0.5917478976771235,0.04196856025373563,0.015797590441173976,0.015796054294374254,0.0361244439913117,0.9998116874211311,8.333333333333334e-06,0.9875416666666667,0.9875208333333333,0.5883472499748071,0.5883472499748071,0.06675062359621127,0.015573518922593859,0.01557182748582628,0.03598725220730115,0.9998120849824678,1.1111111111111112e-05,0.9801666666666666,0.9801666666666666
30,0.5854636148239175,0.5854636148239175,0.04197300773618432,0.015755836735831367,0.015754300583733453,0.03496596697640846,0.9998233315225327,8.333333333333334e-06,0.9875416666666667,0.9875208333333333,0.5825052708387375,0.5825052708387375,0.06674285240781803,0.016449882909986707,0.016448191430833606,0.03727500530893589,0.9997972941458485,1.1111111111111112e-05,0.9801666666666666,0.98025
