Epsilon,SENN_0_01
0.0,0.9659
0.05,0.7112
0.1,0.272
0.15000000000000002,0.0834
0.2,0.0119
0.25,0.003
0.30000000000000004,0.0008
0.35000000000000003,0.0
0.4,0.0
