Epsilon,FTB30p
0.0,0.9842
0.05,0.8663
0.1,0.9203
0.15000000000000002,0.9323
0.2,0.9217
0.25,0.9051
0.30000000000000004,0.8795
0.35000000000000003,0.1697
0.4,0.0052
