Epsilon,RB30
0.0,0.9849
0.05,0.9776
0.1,0.9679
0.15000000000000002,0.9569
0.2,0.9431
0.25,0.9264
0.30000000000000004,0.9007
0.35000000000000003,0.3528
0.4,0.0044
