Epsilon,B30-FT-0
0.0,0.9852
0.025,0.9532
0.05,0.9502
0.07500000000000001,0.9561
0.1,0.9555
0.125,0.9529
0.15000000000000002,0.9491
0.17500000000000002,0.9466
0.2,0.9404
0.225,0.9364
0.25,0.9315
0.275,0.927
0.30000000000000004,0.9189
0.325,0.8955
0.35000000000000003,0.8104
0.375,0.5949
0.4,0.3372
