Epsilon,FTB30p
0.0,0.9842999999999998
0.025,0.8308
0.05,0.7677
0.07500000000000001,0.7453000000000001
0.1,0.7330999999999999
0.125,0.7264999999999997
0.15000000000000002,0.7217999999999999
0.17500000000000002,0.7175999999999999
0.2,0.7143999999999999
0.225,0.7118999999999999
0.25,0.7100999999999998
0.275,0.7093
0.30000000000000004,0.7085999999999999
0.325,0.7080999999999998
0.35000000000000003,0.7077999999999999
0.375,0.7075999999999998
0.4,0.7074999999999998
0.42500000000000004,0.7070999999999997
0.45,0.7067999999999997
0.47500000000000003,0.7062999999999998
0.5,0.7060999999999997
0.525,0.7054999999999997
0.55,0.7050999999999998
0.5750000000000001,0.7045999999999998
0.6000000000000001,0.7041
0.625,0.7034
0.65,0.7028000000000001
0.675,0.7026000000000001
0.7000000000000001,0.7026000000000001
0.7250000000000001,0.7026000000000001
0.75,0.7026000000000001
0.775,0.7026000000000001
0.8,0.7026000000000001
