Epsilon,ProtoVAE
0.0,0.9915999999999998
0.025,0.09930000000000007
0.05,0.09930000000000007
0.07500000000000001,0.09930000000000007
0.1,0.09930000000000007
0.125,0.09930000000000007
0.15000000000000002,0.09930000000000007
0.17500000000000002,0.09930000000000007
0.2,0.09930000000000007
0.225,0.09930000000000007
0.25,0.09930000000000007
0.275,0.09930000000000007
0.30000000000000004,0.09930000000000007
0.325,0.09930000000000007
0.35000000000000003,0.09930000000000007
0.375,0.09930000000000007
0.4,0.09930000000000007
0.42500000000000004,0.09930000000000007
0.45,0.09930000000000007
0.47500000000000003,0.09930000000000007
0.5,0.09930000000000007
0.525,0.09930000000000007
0.55,0.09930000000000007
0.5750000000000001,0.09930000000000007
0.6000000000000001,0.09930000000000007
0.625,0.09930000000000007
0.65,0.09930000000000007
0.675,0.09930000000000007
0.7000000000000001,0.09930000000000007
0.7250000000000001,0.09930000000000007
0.75,0.09930000000000007
0.775,0.09930000000000007
0.8,0.09930000000000007
