Epsilon,SENN_0_01
0.0,0.9719999999999999
0.025,0.9495000000000001
0.05,0.9060000000000002
0.07500000000000001,0.8345
0.1,0.72
0.125,0.5494999999999999
0.15000000000000002,0.3559
0.17500000000000002,0.2008
0.2,0.08550000000000005
0.225,0.024700000000000014
0.25,0.006500000000000003
0.275,0.0014000000000000002
0.30000000000000004,0.0001
0.325,0.0
0.35000000000000003,0.0
0.375,0.0
0.4,0.0
0.42500000000000004,0.0
0.45,0.0
0.47500000000000003,0.0
0.5,0.0
0.525,0.0
0.55,0.0
0.5750000000000001,0.0
0.6000000000000001,0.0
0.625,0.0
0.65,0.0
0.675,0.0
0.7000000000000001,0.0
0.7250000000000001,0.0
0.75,0.0
0.775,0.0
0.8,0.0
