model,power,use_shift,gamma,epsilon,accuracy,suppressed_matches,harm_rate
B30,2,False,45.0,0.075,0.48000001907348633,52.82258064516129,0.4
B30,2,False,45.0,0.1,0.3400000035762787,41.6,0.0
B30,2,False,45.0,0.125,0.24400001764297485,28.799999999999997,0.0
B30,2,False,45.0,0.15,0.18000000715255737,26.0,0.0
B30,2,False,45.0,0.175,0.12000000476837158,20.0,0.0
B30,2,False,45.0,0.2,0.07600000500679016,14.399999999999999,0.0
B30,2,False,50.0,0.0,0.8320000171661377,0.0,15.6
B30,2,False,50.0,0.025,0.8040000200271606,67.82608695652173,5.2
B30,2,False,50.0,0.05,0.6480000019073486,68.16143497757847,2.8000000000000003
B30,2,False,50.0,0.075,0.5,56.85483870967742,0.4
B30,2,False,50.0,0.1,0.3720000088214874,44.4,0.0
B30,2,False,50.0,0.125,0.2880000174045563,32.800000000000004,0.0
B30,2,False,50.0,0.15,0.23200000822544098,29.2,0.0
B30,2,False,50.0,0.175,0.15200001001358032,20.0,0.0
B30,2,False,50.0,0.2,0.13199999928474426,19.2,0.0
B30,2,False,55.0,0.0,0.8160000443458557,0.0,18.0
B30,2,False,55.0,0.025,0.796000063419342,65.8119658119658,5.2
B30,2,False,55.0,0.05,0.6320000290870667,68.94977168949772,3.2
B30,2,False,55.0,0.075,0.5320000052452087,58.87096774193549,0.4
B30,2,False,55.0,0.1,0.4320000112056732,51.2,0.0
B30,2,False,55.0,0.125,0.34800001978874207,39.2,0.0
B30,2,False,55.0,0.15,0.2840000092983246,33.2,0.0
B30,2,False,55.0,0.175,0.19200000166893005,25.2,0.0
B30,2,False,55.0,0.2,0.14400000870227814,18.4,0.0
B30,2,False,60.0,0.0,0.796000063419342,0.0,19.2
B30,2,False,60.0,0.025,0.7920000553131104,68.46846846846847,8.4
B30,2,False,60.0,0.05,0.6600000262260437,66.9683257918552,2.0
B30,2,False,60.0,0.075,0.5400000214576721,62.65060240963856,0.0
B30,2,False,60.0,0.1,0.4520000219345093,52.400000000000006,0.0
B30,2,False,60.0,0.125,0.3720000088214874,45.2,0.0
B30,2,False,60.0,0.15,0.29600000381469727,34.4,0.0
B30,2,False,60.0,0.175,0.2240000069141388,28.4,0.0
B30,2,False,60.0,0.2,0.164000004529953,21.6,0.0
B30,2,False,65.0,0.0,0.7680000066757202,0.0,22.0
B30,2,False,65.0,0.025,0.7880000472068787,69.91150442477876,8.799999999999999
B30,2,False,65.0,0.05,0.6600000262260437,68.44444444444444,2.0
B30,2,False,65.0,0.075,0.5960000157356262,67.06827309236948,0.0
B30,2,False,65.0,0.1,0.492000013589859,56.00000000000001,0.0
B30,2,False,65.0,0.125,0.4000000059604645,47.199999999999996,0.0
B30,2,False,65.0,0.15,0.3360000252723694,39.6,0.0
B30,2,False,65.0,0.175,0.24800001084804535,30.4,0.0
B30,2,False,65.0,0.2,0.2200000137090683,25.6,0.0
B30,2,False,70.0,0.0,0.7640000581741333,0.0,22.8
B30,2,False,70.0,0.025,0.7800000309944153,67.2566371681416,7.199999999999999
B30,2,False,70.0,0.05,0.656000018119812,70.0,2.8000000000000003
B30,2,False,70.0,0.075,0.5920000076293945,64.91935483870968,0.4
B30,2,False,70.0,0.1,0.5,56.39999999999999,0.0
B30,2,False,70.0,0.125,0.41200003027915955,49.2,0.0
B30,2,False,70.0,0.15,0.3400000035762787,41.6,0.0
B30,2,False,70.0,0.175,0.2720000147819519,34.8,0.0
B30,2,False,70.0,0.2,0.24000000953674316,32.0,0.0
B30,2,False,75.0,0.0,0.7480000257492065,0.0,25.6
B30,2,False,75.0,0.025,0.7920000553131104,67.5925925925926,8.4
B30,2,False,75.0,0.05,0.6680000424385071,69.86301369863014,2.8000000000000003
B30,2,False,75.0,0.075,0.5879999995231628,68.54838709677419,0.4
B30,2,False,75.0,0.1,0.5,58.8,0.0
B30,2,False,75.0,0.125,0.4520000219345093,51.2,0.0
B30,2,False,75.0,0.15,0.3840000033378601,48.0,0.0
B30,2,False,75.0,0.175,0.328000009059906,39.2,0.0
B30,2,False,75.0,0.2,0.24400001764297485,31.6,0.0
