Epsilon,ProtoVAE
0.0,0.9916
0.05,0.6971
0.1,0.2213
0.15000000000000002,0.0166
0.2,0.0036
0.25,0.0018
0.30000000000000004,0.0019
0.35000000000000003,0.0043
0.4,0.0099
