Epsilon,FTB30n
0.0,0.9838
0.05,0.8672
0.1,0.8995
0.15000000000000002,0.9002
0.2,0.8879
0.25,0.872
0.30000000000000004,0.8441
0.35000000000000003,0.1899
0.4,0.0061
