Epsilon,SENN-FT-0
0.0,0.962
0.05,0.9505
0.1,0.9358
0.15000000000000002,0.9153
0.2,0.8881
0.25,0.8491
0.30000000000000004,0.7775
0.35000000000000003,0.4572
0.4,0.0719
