Epsilon,ProtoVAE
0.0,0.9916
0.05,0.4939
0.1,0.1276
0.15000000000000002,0.0804
0.2,0.0684
0.25,0.0642
0.30000000000000004,0.0681
0.35000000000000003,0.0653
0.4,0.0503
