Epsilon,SENN_0_01
0.0,0.9659
0.05,0.9053
0.1,0.7737
0.15000000000000002,0.5433
0.2,0.2512
0.25,0.0523
0.30000000000000004,0.002
0.35000000000000003,0.0
0.4,0.0
