model,eps,pgd_iters,pgd_final_shift_mean,pgd_final_shift_std,pgd_path_length_mean,pgd_path_length_std,pgd_path_efficiency_mean,pgd_path_efficiency_std,aa_success_count,aa_success_rate
ProtoVAE-FT-1,0.3,80,12.236795234680176,1.7160299252417568,129.43349227905273,16.950576931573465,0.09535685554146767,0.01433219837798945,0,0.0
ProtoVAE-FT-E,0.3,80,1.6384154081344604,1.4889441518450373,2.094080662727356,1.6173933263780835,0.7390822410583496,0.13007231916995515,0,0.0
