model,eps,pgd_iters,pgd_final_shift_mean,pgd_final_shift_std,pgd_path_length_mean,pgd_path_length_std,pgd_path_efficiency_mean,pgd_path_efficiency_std,aa_success_count,aa_success_rate
B30,0.3,80,5.543934392929077,1.1250220750117932,12.279498767852782,1.187624335021365,0.45173846185207367,0.08511807400578161,10,1.0
B30-FT-0,0.3,80,0.5105877935886383,0.11905856313258904,1.5602851450443267,0.9279335561250387,0.39975597262382506,0.16185648762570987,4,0.4
