model,eps,pgd_iters,pgd_final_shift_mean,pgd_final_shift_std,pgd_path_length_mean,pgd_path_length_std,pgd_path_efficiency_mean,pgd_path_efficiency_std,aa_success_count,aa_success_rate
B30-FT-E,0.3,80,0.6349355429410934,0.18134845682031206,1.5662803590297698,0.5692280234627994,0.43689019829034803,0.15507268595625429,10,1.0
B30-FT-E-M,0.3,80,0.3215749830007553,0.06177244118618803,0.7762508034706116,0.16665482497181955,0.4199662536382675,0.07427108871028415,0,0.0
