model,eps,pgd_iters,pgd_final_shift_mean,pgd_final_shift_std,pgd_path_length_mean,pgd_path_length_std,pgd_path_efficiency_mean,pgd_path_efficiency_std,aa_success_count,aa_success_rate
B30-FT-1,0.3,80,4.554956805706024,1.9274945734215734,16.37129259109497,7.002949322381394,0.3336148977279663,0.17080814711887676,10,1.0
B30-FT-E,0.3,80,0.6747142255306244,0.18464687640809166,1.6646028995513915,1.1435732827356322,0.48672402203083037,0.17080894620884013,9,0.9
